PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Effective_Price,Spend_USD,Period,NAICS6,EF_kg_per_USD,EF_missing_initial,EF_imputed,Emissions_tCO2e,Method,Data_Quality
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,Raw Materials,Partially Delivered,587,96.98,95.35,14.0,Yes,95.35,55970.45,2023,325199,1.51,False,False,84.5153795,Spend-based,Secondary
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,MRO,Delivered,1940,58.45,50.29,54.0,Yes,50.29,97562.59999999999,2023,333999,0.26,False,False,25.366276,Spend-based,Secondary
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,Packaging,Delivered,970,86.91,78.44,18.0,Yes,78.44,76086.8,2023,322211,0.49,False,False,37.282531999999996,Spend-based,Secondary
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,MRO,Delivered,457,52.85,50.34,16.0,Yes,50.34,23005.38,2023,333999,0.26,False,False,5.981398800000001,Spend-based,Secondary
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,Office Supplies,Delivered,877,35.55,34.69,24.0,Yes,34.69,30423.129999999997,2022,453210,0.163,False,False,4.95897019,Spend-based,Secondary
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,MRO,Delivered,1579,59.04,50.95,29.0,Yes,50.95,80450.05,2022,333999,0.26,False,False,20.917013000000004,Spend-based,Secondary
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,Raw Materials,Delivered,952,74.72,69.73,,Yes,69.73,66382.96,2023,325199,1.51,False,False,100.23826960000001,Spend-based,Secondary
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,Packaging,Delivered,85,22.54,20.68,6.0,Yes,20.68,1757.8,2022,322211,0.49,False,False,0.861322,Spend-based,Secondary
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,Office Supplies,Delivered,69,107.47,105.53,,Yes,105.53,7281.57,2023,453210,0.163,False,False,1.18689591,Spend-based,Secondary
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,Packaging,Delivered,370,63.9,55.79,59.0,Yes,55.79,20642.3,2023,322211,0.49,False,False,10.114726999999998,Spend-based,Secondary
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,MRO,Delivered,1849,28.25,27.53,271.0,Yes,27.53,50902.97,2023,333999,0.26,False,False,13.234772200000002,Spend-based,Secondary
PO-00527,Beta_Supplies,2022-07-21,,Packaging,Delivered,561,35.54,30.99,68.0,No,30.99,17385.39,2022,322211,0.49,False,False,8.5188411,Spend-based,Secondary
PO-00528,Gamma_Co,2023-01-08,2023-01-14,Electronics,Delivered,449,12.35,10.67,29.0,Yes,10.67,4790.83,2023,334111,0.112,False,False,0.53657296,Spend-based,Secondary
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,Office Supplies,Delivered,703,98.75,86.78,59.0,Yes,86.78,61006.340000000004,2023,453210,0.163,False,False,9.944033420000002,Spend-based,Secondary
PO-00530,Gamma_Co,2022-03-13,2022-03-28,Electronics,Delivered,1021,20.8,18.23,37.0,Yes,18.23,18612.83,2022,334111,0.112,False,False,2.08463696,Spend-based,Secondary
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,Office Supplies,Delivered,1956,68.69,65.09,,Yes,65.09,127316.04000000001,2023,453210,0.163,False,False,20.752514520000002,Spend-based,Secondary
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,Office Supplies,Partially Delivered,520,36.57,34.78,67.0,No,34.78,18085.600000000002,2022,453210,0.163,False,False,2.9479528000000004,Spend-based,Secondary
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,MRO,Delivered,1216,66.16,63.0,179.0,No,63.0,76608.0,2023,333999,0.26,False,False,19.918080000000003,Spend-based,Secondary
PO-00534,Alpha_Inc,2022-11-18,,Raw Materials,Delivered,1165,72.06,63.93,,Yes,63.93,74478.45,2022,325199,1.51,False,False,112.4624595,Spend-based,Secondary
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,Electronics,Delivered,883,29.15,25.75,14.0,Yes,25.75,22737.25,2022,334111,0.112,False,False,2.5465720000000003,Spend-based,Secondary
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,Packaging,Partially Delivered,1873,11.54,9.89,284.0,No,9.89,18523.97,2022,322211,0.49,False,False,9.0767453,Spend-based,Secondary
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,Office Supplies,Delivered,776,24.22,22.53,27.0,Yes,22.53,17483.280000000002,2023,453210,0.163,False,False,2.8497746400000006,Spend-based,Secondary
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,Electronics,Delivered,903,95.55,92.45,149.0,No,92.45,83482.35,2022,334111,0.112,False,False,9.3500232,Spend-based,Secondary
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,Electronics,Delivered,100,98.4,85.76,3.0,Yes,85.76,8576.0,2023,334111,0.112,False,False,0.960512,Spend-based,Secondary
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,Office Supplies,Delivered,1738,67.91,61.15,,Yes,61.15,106278.7,2023,453210,0.163,False,False,17.3234281,Spend-based,Secondary
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,Packaging,Delivered,1771,67.57,61.48,280.0,No,61.48,108881.07999999999,2022,322211,0.49,False,False,53.351729199999994,Spend-based,Secondary
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,Electronics,Delivered,624,74.39,66.3,18.0,No,66.3,41371.2,2023,334111,0.112,False,False,4.6335744,Spend-based,Secondary
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,Packaging,Partially Delivered,1263,28.75,27.1,26.0,Yes,27.1,34227.3,2023,322211,0.49,False,False,16.771377,Spend-based,Secondary
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,Raw Materials,Delivered,199,51.98,45.64,,No,45.64,9082.36,2023,325199,1.51,False,False,13.7143636,Spend-based,Secondary
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,Office Supplies,Delivered,619,58.4,51.04,,Yes,51.04,31593.76,2022,453210,0.163,False,False,5.14978288,Spend-based,Secondary
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,MRO,Delivered,1415,15.22,13.56,30.0,Yes,13.56,19187.4,2023,333999,0.26,False,False,4.988724,Spend-based,Secondary
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,Packaging,Delivered,354,27.71,23.87,39.0,No,23.87,8449.98,2023,322211,0.49,False,False,4.1404901999999995,Spend-based,Secondary
PO-00551,Gamma_Co,2023-01-24,2023-02-03,MRO,Delivered,1765,81.01,78.43,78.0,Yes,78.43,138428.95,2023,333999,0.26,False,False,35.991527000000005,Spend-based,Secondary
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,MRO,Delivered,731,19.37,17.3,69.0,No,17.3,12646.300000000001,2023,333999,0.26,False,False,3.2880380000000007,Spend-based,Secondary
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,MRO,Delivered,887,65.89,59.67,29.0,Yes,59.67,52927.29,2022,333999,0.26,False,False,13.7610954,Spend-based,Secondary
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,MRO,Delivered,1856,35.29,32.41,26.0,Yes,32.41,60152.95999999999,2023,333999,0.26,False,False,15.639769599999997,Spend-based,Secondary
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,Office Supplies,Delivered,1127,49.32,46.49,30.0,Yes,46.49,52394.23,2023,453210,0.163,False,False,8.54025949,Spend-based,Secondary
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,Raw Materials,Delivered,1052,37.78,32.6,162.0,Yes,32.6,34295.200000000004,2022,325199,1.51,False,False,51.78575200000001,Spend-based,Secondary
PO-00557,Gamma_Co,2023-02-20,2023-02-22,Raw Materials,Delivered,493,44.74,41.44,24.0,No,41.44,20429.92,2023,325199,1.51,False,False,30.8491792,Spend-based,Secondary
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,MRO,Partially Delivered,662,81.44,71.33,87.0,Yes,71.33,47220.46,2023,333999,0.26,False,False,12.2773196,Spend-based,Secondary
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,Raw Materials,Delivered,1042,36.74,35.78,33.0,Yes,35.78,37282.76,2022,325199,1.51,False,False,56.2969676,Spend-based,Secondary
PO-00560,Alpha_Inc,2022-11-08,,Raw Materials,Delivered,313,64.03,57.74,1.0,Yes,57.74,18072.62,2022,325199,1.51,False,False,27.289656199999996,Spend-based,Secondary
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Office Supplies,Delivered,1126,55.22,50.38,,Yes,50.38,56727.880000000005,2022,453210,0.163,False,False,9.246644440000003,Spend-based,Secondary
PO-00562,Gamma_Co,2022-08-04,2022-08-19,MRO,Delivered,1645,72.17,64.0,79.0,Yes,64.0,105280.0,2022,333999,0.26,False,False,27.372799999999998,Spend-based,Secondary
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Packaging,Delivered,1053,100.92,92.35,104.0,Yes,92.35,97244.54999999999,2023,322211,0.49,False,False,47.649829499999996,Spend-based,Secondary
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,MRO,Delivered,1693,83.14,73.3,62.0,Yes,73.3,124096.9,2023,333999,0.26,False,False,32.265194,Spend-based,Secondary
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,12.21,14358.960000000001,2023,322211,0.49,False,False,7.0358904,Spend-based,Secondary
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Raw Materials,Delivered,1269,35.28,33.7,35.0,Yes,33.7,42765.3,2022,325199,1.51,False,False,64.575603,Spend-based,Secondary
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Raw Materials,Delivered,823,68.32,64.46,19.0,Yes,64.46,53050.579999999994,2023,325199,1.51,False,False,80.1063758,Spend-based,Secondary
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Electronics,Delivered,926,15.65,13.49,94.0,No,13.49,12491.74,2023,334111,0.112,False,False,1.39907488,Spend-based,Secondary
PO-00572,Delta_Logistics,2022-08-07,,Raw Materials,Delivered,1423,41.48,40.9,199.0,Yes,40.9,58200.7,2022,325199,1.51,False,False,87.883057,Spend-based,Secondary
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,MRO,Delivered,96,86.13,80.32,12.0,No,80.32,7710.719999999999,2023,333999,0.26,False,False,2.0047872,Spend-based,Secondary
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,MRO,Delivered,916,21.06,19.53,25.0,Yes,19.53,17889.48,2023,333999,0.26,False,False,4.6512648,Spend-based,Secondary
PO-00575,Epsilon_Group,2022-06-23,,Raw Materials,Delivered,872,17.18,16.63,20.0,Yes,16.63,14501.359999999999,2022,325199,1.51,False,False,21.8970536,Spend-based,Secondary
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,Electronics,Delivered,985,83.85,80.88,,No,80.88,79666.79999999999,2023,334111,0.112,False,False,8.922681599999999,Spend-based,Secondary
PO-00577,Gamma_Co,2022-03-28,2022-04-04,Raw Materials,Delivered,1893,55.14,50.1,98.0,Yes,50.1,94839.3,2022,325199,1.51,False,False,143.20734299999998,Spend-based,Secondary
PO-00578,Alpha_Inc,2022-10-18,,MRO,Delivered,705,75.19,69.55,19.0,Yes,69.55,49032.75,2022,333999,0.26,False,False,12.748515000000001,Spend-based,Secondary
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,MRO,Delivered,318,53.31,51.78,,No,51.78,16466.04,2023,333999,0.26,False,False,4.2811704,Spend-based,Secondary
PO-00581,Gamma_Co,2023-10-11,2023-10-26,MRO,Delivered,685,92.51,90.05,38.0,Yes,90.05,61684.25,2023,333999,0.26,False,False,16.037905000000002,Spend-based,Secondary
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,Office Supplies,Partially Delivered,1179,90.14,82.63,194.0,Yes,82.63,97420.76999999999,2023,453210,0.163,False,False,15.879585509999998,Spend-based,Secondary
PO-00583,Alpha_Inc,2022-12-10,,Raw Materials,Delivered,1743,76.51,65.88,40.0,Yes,65.88,114828.84,2022,325199,1.51,False,False,173.3915484,Spend-based,Secondary
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,MRO,Delivered,1732,35.01,34.18,40.0,Yes,34.18,59199.76,2022,333999,0.26,False,False,15.3919376,Spend-based,Secondary
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,62.06,43814.36,2022,453210,0.163,False,False,7.141740680000001,Spend-based,Secondary
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,92.17,171436.2,2022,333999,0.26,False,False,44.573412000000005,Spend-based,Secondary
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,21.71,36407.67,2022,333999,0.26,False,False,9.465994199999999,Spend-based,Secondary
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,91.28,103237.68000000001,2022,322211,0.49,False,False,50.586463200000004,Spend-based,Secondary
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,Electronics,Delivered,1903,83.49,82.33,43.0,Yes,82.33,156673.99,2023,334111,0.112,False,False,17.54748688,Spend-based,Secondary
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,Office Supplies,Partially Delivered,840,83.42,80.35,153.0,Yes,80.35,67494.0,2022,453210,0.163,False,False,11.001522000000001,Spend-based,Secondary
PO-00597,Delta_Logistics,2023-04-12,,MRO,Delivered,1200,74.49,64.63,161.0,Yes,64.63,77556.0,2023,333999,0.26,False,False,20.16456,Spend-based,Secondary
PO-00598,Gamma_Co,2023-03-01,2023-03-18,Raw Materials,Delivered,1466,77.37,70.35,72.0,Yes,70.35,103133.09999999999,2023,325199,1.51,False,False,155.73098099999999,Spend-based,Secondary
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,Office Supplies,Delivered,1981,95.5,94.39,49.0,Yes,94.39,186986.59,2023,453210,0.163,False,False,30.47881417,Spend-based,Secondary
PO-00600,Gamma_Co,2023-08-13,2023-08-16,Packaging,Delivered,1062,35.55,32.38,,Yes,32.38,34387.560000000005,2023,322211,0.49,False,False,16.849904400000003,Spend-based,Secondary
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,MRO,Delivered,1714,55.67,55.09,42.0,Yes,55.09,94424.26000000001,2022,333999,0.26,False,False,24.550307600000004,Spend-based,Secondary
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,Office Supplies,Delivered,1131,33.35,31.28,23.0,Yes,31.28,35377.68,2023,453210,0.163,False,False,5.7665618400000005,Spend-based,Secondary
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,Office Supplies,Delivered,683,104.82,101.34,,Yes,101.34,69215.22,2023,453210,0.163,False,False,11.28208086,Spend-based,Secondary
PO-00604,Gamma_Co,2023-05-22,2023-06-09,Packaging,Partially Delivered,562,102.56,90.88,38.0,Yes,90.88,51074.56,2023,322211,0.49,False,False,25.026534399999996,Spend-based,Secondary
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,Electronics,Delivered,1824,14.43,14.11,36.0,Yes,14.11,25736.64,2023,334111,0.112,False,False,2.8825036799999997,Spend-based,Secondary
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,Electronics,Partially Delivered,851,76.44,74.76,91.0,Yes,74.76,63620.76,2022,334111,0.112,False,False,7.12552512,Spend-based,Secondary
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,Office Supplies,Delivered,1169,95.6,82.16,103.0,Yes,82.16,96045.04,2022,453210,0.163,False,False,15.65534152,Spend-based,Secondary
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,MRO,Delivered,1711,29.14,26.35,48.0,Yes,26.35,45084.850000000006,2023,333999,0.26,False,False,11.722061000000002,Spend-based,Secondary
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,Electronics,Delivered,609,92.39,82.75,29.0,Yes,82.75,50394.75,2022,334111,0.112,False,False,5.6442120000000005,Spend-based,Secondary
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,Office Supplies,Delivered,1674,13.25,11.77,181.0,Yes,11.77,19702.98,2022,453210,0.163,False,False,3.21158574,Spend-based,Secondary
PO-00612,Gamma_Co,2023-03-12,2023-03-15,MRO,Delivered,537,77.86,71.18,20.0,Yes,71.18,38223.66,2023,333999,0.26,False,False,9.938151600000001,Spend-based,Secondary
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,Electronics,Delivered,1310,38.05,37.0,45.0,Yes,37.0,48470.0,2022,334111,0.112,False,False,5.428640000000001,Spend-based,Secondary
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,Raw Materials,Delivered,1958,95.53,91.72,308.0,Yes,91.72,179587.76,2022,325199,1.51,False,False,271.17751760000004,Spend-based,Secondary
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,Office Supplies,Delivered,946,108.6,101.78,146.0,Yes,101.78,96283.88,2023,453210,0.163,False,False,15.69427244,Spend-based,Secondary
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,Packaging,Partially Delivered,1345,103.06,95.14,,Yes,95.14,127963.3,2023,322211,0.49,False,False,62.702017,Spend-based,Secondary
PO-00617,Delta_Logistics,2023-04-21,2023-05-10,MRO,Delivered,1262,56.63,51.46,,No,51.46,64942.520000000004,2023,333999,0.26,False,False,16.885055200000004,Spend-based,Secondary
PO-00619,Beta_Supplies,2023-07-25,2023-08-14,Electronics,Delivered,1520,93.75,81.63,149.0,Yes,81.63,124077.59999999999,2023,334111,0.112,False,False,13.8966912,Spend-based,Secondary
PO-00620,Delta_Logistics,2022-09-13,2022-10-02,Office Supplies,Delivered,630,40.27,37.54,76.0,Yes,37.54,23650.2,2022,453210,0.163,False,False,3.8549826000000005,Spend-based,Secondary
PO-00621,Delta_Logistics,2022-05-05,2022-05-06,Office Supplies,Delivered,839,86.29,82.51,110.0,Yes,82.51,69225.89,2022,453210,0.163,False,False,11.283820069999999,Spend-based,Secondary
PO-00622,Alpha_Inc,2023-04-13,2023-05-02,Electronics,Delivered,910,14.33,14.07,27.0,Yes,14.07,12803.7,2023,334111,0.112,False,False,1.4340144000000001,Spend-based,Secondary
PO-00623,Epsilon_Group,2022-05-17,2022-05-24,Raw Materials,Delivered,296,64.94,63.61,,Yes,63.61,18828.56,2022,325199,1.51,False,False,28.4311256,Spend-based,Secondary
PO-00624,Beta_Supplies,2023-04-21,2023-05-05,MRO,Delivered,1149,33.0,30.65,141.0,Yes,30.65,35216.85,2023,333999,0.26,False,False,9.156381,Spend-based,Secondary
PO-00625,Delta_Logistics,2023-11-15,2023-11-16,Electronics,Delivered,203,23.14,20.0,,No,20.0,4060.0,2023,334111,0.112,False,False,0.45472,Spend-based,Secondary
PO-00626,Epsilon_Group,2023-06-28,2023-07-16,Office Supplies,Delivered,1729,18.36,16.34,47.0,Yes,16.34,28251.86,2023,453210,0.163,False,False,4.60505318,Spend-based,Secondary
PO-00627,Delta_Logistics,2023-07-27,2023-08-06,Office Supplies,Delivered,1508,79.21,73.27,226.0,Yes,73.27,110491.15999999999,2023,453210,0.163,False,False,18.010059079999998,Spend-based,Secondary
PO-00628,Delta_Logistics,2023-09-02,2023-09-15,Packaging,Partially Delivered,1046,44.65,40.1,165.0,No,40.1,41944.6,2023,322211,0.49,False,False,20.552854,Spend-based,Secondary
PO-00629,Alpha_Inc,2022-11-21,2022-11-24,Office Supplies,Delivered,1159,78.99,71.69,14.0,Yes,71.69,83088.70999999999,2022,453210,0.163,False,False,13.543459729999999,Spend-based,Secondary
PO-00630,Beta_Supplies,2023-03-30,2023-04-05,Electronics,Delivered,746,16.99,15.35,69.0,No,15.35,11451.1,2023,334111,0.112,False,False,1.2825232000000002,Spend-based,Secondary
PO-00631,Beta_Supplies,2023-09-20,2023-10-06,Packaging,Delivered,1358,42.21,38.75,128.0,Yes,38.75,52622.5,2023,322211,0.49,False,False,25.785024999999997,Spend-based,Secondary
PO-00632,Gamma_Co,2023-06-01,2023-06-12,Office Supplies,Delivered,1293,63.53,59.42,79.0,Yes,59.42,76830.06,2023,453210,0.163,False,False,12.523299779999999,Spend-based,Secondary
PO-00633,Alpha_Inc,2023-03-13,2023-03-24,Electronics,Delivered,1142,86.85,74.28,30.0,Yes,74.28,84827.76,2023,334111,0.112,False,False,9.50070912,Spend-based,Secondary
PO-00634,Epsilon_Group,2023-07-16,2023-07-27,MRO,Delivered,1120,42.17,37.47,33.0,Yes,37.47,41966.4,2023,333999,0.26,False,False,10.911264000000001,Spend-based,Secondary
PO-00635,Alpha_Inc,2023-04-02,2023-04-14,MRO,Delivered,1058,71.3,62.04,,Yes,62.04,65638.31999999999,2023,333999,0.26,False,False,17.0659632,Spend-based,Secondary
PO-00636,Epsilon_Group,2022-06-12,,Office Supplies,Delivered,143,91.98,86.02,5.0,Yes,86.02,12300.859999999999,2022,453210,0.163,False,False,2.00504018,Spend-based,Secondary
PO-00637,Beta_Supplies,2023-05-02,2023-05-14,MRO,Delivered,1823,70.66,66.92,202.0,Yes,66.92,121995.16,2023,333999,0.26,False,False,31.7187416,Spend-based,Secondary
PO-00638,Gamma_Co,2023-04-06,2023-04-10,Office Supplies,Delivered,1007,33.29,28.48,49.0,Yes,28.48,28679.36,2023,453210,0.163,False,False,4.67473568,Spend-based,Secondary
PO-00639,Gamma_Co,2022-09-23,2022-10-08,Packaging,Delivered,1061,12.68,12.36,56.0,No,12.36,13113.96,2022,322211,0.49,False,False,6.425840399999999,Spend-based,Secondary
PO-00641,Delta_Logistics,2023-10-15,2023-10-19,Packaging,Delivered,1277,13.17,11.63,199.0,No,11.63,14851.51,2023,322211,0.49,False,False,7.2772399,Spend-based,Secondary
PO-00642,Alpha_Inc,2022-10-11,2022-10-24,Packaging,Delivered,961,92.72,88.49,22.0,Yes,88.49,85038.89,2022,322211,0.49,False,False,41.6690561,Spend-based,Secondary
PO-00643,Gamma_Co,2023-06-18,2023-07-02,Packaging,Delivered,267,62.5,61.18,17.0,Yes,61.18,16335.06,2023,322211,0.49,False,False,8.0041794,Spend-based,Secondary
PO-00646,Gamma_Co,2022-09-02,2022-09-09,Office Supplies,Delivered,390,103.81,100.12,20.0,Yes,100.12,39046.8,2022,453210,0.163,False,False,6.364628400000001,Spend-based,Secondary
PO-00647,Epsilon_Group,2022-10-09,2022-10-25,Packaging,Delivered,600,43.43,38.76,22.0,Yes,38.76,23256.0,2022,322211,0.49,False,False,11.39544,Spend-based,Secondary
PO-00648,Delta_Logistics,2023-03-27,,Office Supplies,Delivered,1685,84.58,75.21,253.0,No,75.21,126728.84999999999,2023,453210,0.163,False,False,20.656802550000002,Spend-based,Secondary
PO-00651,Epsilon_Group,2022-10-20,,MRO,Delivered,1807,69.47,60.0,50.0,Yes,60.0,108420.0,2022,333999,0.26,False,False,28.1892,Spend-based,Secondary
PO-00653,Gamma_Co,2022-10-06,2022-10-18,Raw Materials,Partially Delivered,72,103.0,89.49,1.0,No,89.49,6443.28,2022,325199,1.51,False,False,9.729352800000001,Spend-based,Secondary
PO-00654,Gamma_Co,2022-12-10,2022-12-20,Office Supplies,Delivered,1835,83.5,82.36,85.0,No,82.36,151130.6,2022,453210,0.163,False,False,24.634287800000003,Spend-based,Secondary
PO-00656,Epsilon_Group,2023-07-08,2023-07-09,Packaging,Delivered,1831,52.24,50.44,60.0,Yes,50.44,92355.64,2023,322211,0.49,False,False,45.2542636,Spend-based,Secondary
PO-00658,Gamma_Co,2022-05-22,2022-05-31,Electronics,Partially Delivered,1173,32.12,29.18,,Yes,29.18,34228.14,2022,334111,0.112,False,False,3.8335516800000002,Spend-based,Secondary
PO-00659,Epsilon_Group,2022-06-04,2022-06-17,Packaging,Partially Delivered,851,20.44,19.22,22.0,Yes,19.22,16356.22,2022,322211,0.49,False,False,8.014547799999999,Spend-based,Secondary
PO-00661,Alpha_Inc,2023-01-28,2023-02-15,Electronics,Delivered,1296,38.0,33.42,33.0,Yes,33.42,43312.32,2023,334111,0.112,False,False,4.85097984,Spend-based,Secondary
PO-00662,Beta_Supplies,2023-12-12,2023-12-30,Raw Materials,Delivered,1979,40.88,39.46,221.0,Yes,39.46,78091.34,2023,325199,1.51,False,False,117.9179234,Spend-based,Secondary
PO-00663,Gamma_Co,2022-06-06,2022-06-19,Office Supplies,Delivered,811,31.8,30.33,58.0,Yes,30.33,24597.629999999997,2022,453210,0.163,False,False,4.00941369,Spend-based,Secondary
PO-00664,Alpha_Inc,2023-12-25,2024-01-12,Electronics,Delivered,1732,15.37,14.7,38.0,Yes,14.7,25460.399999999998,2023,334111,0.112,False,False,2.8515648,Spend-based,Secondary
PO-00665,Beta_Supplies,2022-08-08,2022-08-28,Packaging,Delivered,491,12.01,11.67,47.0,Yes,11.67,5729.97,2022,322211,0.49,False,False,2.8076853,Spend-based,Secondary
PO-00667,Alpha_Inc,2023-03-01,2023-03-05,Raw Materials,Partially Delivered,818,51.89,47.85,12.0,Yes,47.85,39141.3,2023,325199,1.51,False,False,59.103363,Spend-based,Secondary
PO-00668,Beta_Supplies,2023-02-22,2023-03-05,Office Supplies,Delivered,1065,47.49,41.42,113.0,Yes,41.42,44112.3,2023,453210,0.163,False,False,7.190304900000001,Spend-based,Secondary
PO-00669,Gamma_Co,2022-12-05,2022-12-17,Packaging,Delivered,1398,75.08,67.09,57.0,Yes,67.09,93791.82,2022,322211,0.49,False,False,45.9579918,Spend-based,Secondary
PO-00670,Beta_Supplies,2023-07-10,2023-07-17,Packaging,Delivered,565,32.31,29.76,60.0,Yes,29.76,16814.4,2023,322211,0.49,False,False,8.239056,Spend-based,Secondary
PO-00672,Delta_Logistics,2023-03-02,2023-03-04,Electronics,Delivered,841,86.43,83.77,125.0,No,83.77,70450.56999999999,2023,334111,0.112,False,False,7.89046384,Spend-based,Secondary
PO-00673,Delta_Logistics,2022-03-05,2022-03-16,Electronics,Delivered,385,18.23,17.74,,Yes,17.74,6829.9,2022,334111,0.112,False,False,0.7649488,Spend-based,Secondary
PO-00674,Epsilon_Group,2022-07-31,2022-08-17,Office Supplies,Delivered,1832,49.01,41.86,52.0,Yes,41.86,76687.52,2022,453210,0.163,False,False,12.500065760000002,Spend-based,Secondary
PO-00675,Beta_Supplies,2023-03-07,2023-03-27,Raw Materials,Delivered,307,95.36,83.63,29.0,Yes,83.63,25674.41,2023,325199,1.51,False,False,38.768359100000005,Spend-based,Secondary
PO-00676,Epsilon_Group,2023-02-03,2023-02-08,Office Supplies,Delivered,546,101.2,97.82,21.0,Yes,97.82,53409.719999999994,2023,453210,0.163,False,False,8.705784359999999,Spend-based,Secondary
PO-00677,Delta_Logistics,2023-08-22,2023-09-11,Raw Materials,Delivered,945,57.01,55.14,147.0,No,55.14,52107.3,2023,325199,1.51,False,False,78.682023,Spend-based,Secondary
PO-00679,Beta_Supplies,2022-01-21,,Packaging,Delivered,1548,25.03,22.87,,Yes,22.87,35402.76,2022,322211,0.49,False,False,17.3473524,Spend-based,Secondary
PO-00680,Delta_Logistics,2023-08-13,2023-08-23,Raw Materials,Delivered,901,108.63,106.3,141.0,Yes,106.3,95776.3,2023,325199,1.51,False,False,144.62221300000002,Spend-based,Secondary
PO-00681,Epsilon_Group,2023-01-25,2023-02-11,Packaging,Delivered,1737,32.7,31.02,48.0,Yes,31.02,53881.74,2023,322211,0.49,False,False,26.402052599999998,Spend-based,Secondary
PO-00682,Beta_Supplies,2023-05-04,2023-05-22,Raw Materials,Delivered,1981,102.43,90.99,204.0,Yes,90.99,180251.19,2023,325199,1.51,False,False,272.1792969,Spend-based,Secondary
